.chain,.iteration,.draw,name,value,flokkur
2,51,1051,pi_now[8],0.0492623,Sósíalistaflokkurinn
2,51,1051,pi_now[9],0.0299425,Vinstri Græn
2,51,1051,pi_now[10],0.142525,Viðreisn
2,52,1052,pi_now[1],0.00289808,Annað
2,52,1052,pi_now[2],0.112034,Flokkur Fólksins
2,52,1052,pi_now[3],0.0737327,Framsóknarflokkurinn
2,52,1052,pi_now[4],0.134241,Miðflokkurinn
2,52,1052,pi_now[5],0.0498028,Píratar
2,52,1052,pi_now[6],0.267571,Samfylkingin
2,52,1052,pi_now[7],0.152939,Sjálfstæðisflokkurinn
2,52,1052,pi_now[8],0.0411882,Sósíalistaflokkurinn
2,52,1052,pi_now[9],0.0287417,Vinstri Græn
2,52,1052,pi_now[10],0.136852,Viðreisn
2,53,1053,pi_now[1],0.00469694,Annað
2,53,1053,pi_now[2],0.122929,Flokkur Fólksins
2,53,1053,pi_now[3],0.0629652,Framsóknarflokkurinn
2,53,1053,pi_now[4],0.151798,Miðflokkurinn
2,53,1053,pi_now[5],0.0477739,Píratar
2,53,1053,pi_now[6],0.248675,Samfylkingin
2,53,1053,pi_now[7],0.173364,Sjálfstæðisflokkurinn
2,53,1053,pi_now[8],0.0348477,Sósíalistaflokkurinn
2,53,1053,pi_now[9],0.0183969,Vinstri Græn
2,53,1053,pi_now[10],0.134553,Viðreisn
2,54,1054,pi_now[1],3.93322e-4,Annað
2,54,1054,pi_now[2],0.118273,Flokkur Fólksins
2,54,1054,pi_now[3],0.0678569,Framsóknarflokkurinn
2,54,1054,pi_now[4],0.14439,Miðflokkurinn
2,54,1054,pi_now[5],0.0497168,Píratar
2,54,1054,pi_now[6],0.247086,Samfylkingin
2,54,1054,pi_now[7],0.170142,Sjálfstæðisflokkurinn
2,54,1054,pi_now[8],0.0509403,Sósíalistaflokkurinn
2,54,1054,pi_now[9],0.0162523,Vinstri Græn
2,54,1054,pi_now[10],0.13495,Viðreisn
2,55,1055,pi_now[1],8.86647e-4,Annað
2,55,1055,pi_now[2],0.119139,Flokkur Fólksins
2,55,1055,pi_now[3],0.075981,Framsóknarflokkurinn
2,55,1055,pi_now[4],0.14733,Miðflokkurinn
2,55,1055,pi_now[5],0.0660747,Píratar
2,55,1055,pi_now[6],0.245958,Samfylkingin
2,55,1055,pi_now[7],0.135471,Sjálfstæðisflokkurinn
2,55,1055,pi_now[8],0.0360223,Sósíalistaflokkurinn
2,55,1055,pi_now[9],0.0126603,Vinstri Græn
2,55,1055,pi_now[10],0.160477,Viðreisn
2,56,1056,pi_now[1],0.00277222,Annað
2,56,1056,pi_now[2],0.0969382,Flokkur Fólksins
2,56,1056,pi_now[3],0.0631323,Framsóknarflokkurinn
2,56,1056,pi_now[4],0.177861,Miðflokkurinn
2,56,1056,pi_now[5],0.0499476,Píratar
2,56,1056,pi_now[6],0.26202,Samfylkingin
2,56,1056,pi_now[7],0.155996,Sjálfstæðisflokkurinn
2,56,1056,pi_now[8],0.040219,Sósíalistaflokkurinn
2,56,1056,pi_now[9],0.026657,Vinstri Græn
2,56,1056,pi_now[10],0.124456,Viðreisn
2,57,1057,pi_now[1],0.0016232,Annað
2,57,1057,pi_now[2],0.105729,Flokkur Fólksins
2,57,1057,pi_now[3],0.0754044,Framsóknarflokkurinn
2,57,1057,pi_now[4],0.163887,Miðflokkurinn
2,57,1057,pi_now[5],0.0666715,Píratar
2,57,1057,pi_now[6],0.236642,Samfylkingin
2,57,1057,pi_now[7],0.123405,Sjálfstæðisflokkurinn
2,57,1057,pi_now[8],0.0397751,Sósíalistaflokkurinn
2,57,1057,pi_now[9],0.019837,Vinstri Græn
2,57,1057,pi_now[10],0.167026,Viðreisn
2,58,1058,pi_now[1],0.00144581,Annað
2,58,1058,pi_now[2],0.0911991,Flokkur Fólksins
2,58,1058,pi_now[3],0.066737,Framsóknarflokkurinn
2,58,1058,pi_now[4],0.156881,Miðflokkurinn
2,58,1058,pi_now[5],0.0589759,Píratar
2,58,1058,pi_now[6],0.256684,Samfylkingin
2,58,1058,pi_now[7],0.155437,Sjálfstæðisflokkurinn
2,58,1058,pi_now[8],0.0435631,Sósíalistaflokkurinn
2,58,1058,pi_now[9],0.0260627,Vinstri Græn
2,58,1058,pi_now[10],0.143014,Viðreisn
2,59,1059,pi_now[1],4.11816e-4,Annað
2,59,1059,pi_now[2],0.106352,Flokkur Fólksins
2,59,1059,pi_now[3],0.0604145,Framsóknarflokkurinn
2,59,1059,pi_now[4],0.172638,Miðflokkurinn
2,59,1059,pi_now[5],0.0648521,Píratar
2,59,1059,pi_now[6],0.245624,Samfylkingin
2,59,1059,pi_now[7],0.155326,Sjálfstæðisflokkurinn
2,59,1059,pi_now[8],0.0400246,Sósíalistaflokkurinn
2,59,1059,pi_now[9],0.0225128,Vinstri Græn
2,59,1059,pi_now[10],0.131844,Viðreisn
2,60,1060,pi_now[1],5.89844e-4,Annað
2,60,1060,pi_now[2],0.109007,Flokkur Fólksins
2,60,1060,pi_now[3],0.0612536,Framsóknarflokkurinn
2,60,1060,pi_now[4],0.150073,Miðflokkurinn
2,60,1060,pi_now[5],0.0668367,Píratar
2,60,1060,pi_now[6],0.256409,Samfylkingin
2,60,1060,pi_now[7],0.174193,Sjálfstæðisflokkurinn
2,60,1060,pi_now[8],0.0336518,Sósíalistaflokkurinn
2,60,1060,pi_now[9],0.0219684,Vinstri Græn
2,60,1060,pi_now[10],0.126018,Viðreisn
2,61,1061,pi_now[1],0.00230881,Annað
2,61,1061,pi_now[2],0.104703,Flokkur Fólksins
2,61,1061,pi_now[3],0.0661694,Framsóknarflokkurinn
2,61,1061,pi_now[4],0.156729,Miðflokkurinn
2,61,1061,pi_now[5],0.0609749,Píratar
2,61,1061,pi_now[6],0.275047,Samfylkingin
2,61,1061,pi_now[7],0.152048,Sjálfstæðisflokkurinn
2,61,1061,pi_now[8],0.0390222,Sósíalistaflokkurinn
2,61,1061,pi_now[9],0.018011,Vinstri Græn
2,61,1061,pi_now[10],0.124986,Viðreisn
2,62,1062,pi_now[1],0.00114042,Annað
2,62,1062,pi_now[2],0.124369,Flokkur Fólksins
2,62,1062,pi_now[3],0.0662435,Framsóknarflokkurinn
2,62,1062,pi_now[4],0.143754,Miðflokkurinn
2,62,1062,pi_now[5],0.063749,Píratar
2,62,1062,pi_now[6],0.232466,Samfylkingin
2,62,1062,pi_now[7],0.148153,Sjálfstæðisflokkurinn
2,62,1062,pi_now[8],0.0424577,Sósíalistaflokkurinn
2,62,1062,pi_now[9],0.02164,Vinstri Græn
2,62,1062,pi_now[10],0.156027,Viðreisn
2,63,1063,pi_now[1],0.00204422,Annað
2,63,1063,pi_now[2],0.113433,Flokkur Fólksins
2,63,1063,pi_now[3],0.0506601,Framsóknarflokkurinn
2,63,1063,pi_now[4],0.151052,Miðflokkurinn
2,63,1063,pi_now[5],0.0729122,Píratar
2,63,1063,pi_now[6],0.24369,Samfylkingin
2,63,1063,pi_now[7],0.182408,Sjálfstæðisflokkurinn
2,63,1063,pi_now[8],0.0417776,Sósíalistaflokkurinn
2,63,1063,pi_now[9],0.0171763,Vinstri Græn
2,63,1063,pi_now[10],0.124846,Viðreisn
2,64,1064,pi_now[1],0.00139289,Annað
2,64,1064,pi_now[2],0.123844,Flokkur Fólksins
2,64,1064,pi_now[3],0.0677865,Framsóknarflokkurinn
2,64,1064,pi_now[4],0.138811,Miðflokkurinn
2,64,1064,pi_now[5],0.0580622,Píratar
2,64,1064,pi_now[6],0.245189,Samfylkingin
2,64,1064,pi_now[7],0.136936,Sjálfstæðisflokkurinn
2,64,1064,pi_now[8],0.0389568,Sósíalistaflokkurinn
2,64,1064,pi_now[9],0.024813,Vinstri Græn
2,64,1064,pi_now[10],0.16421,Viðreisn
2,65,1065,pi_now[1],0.00411285,Annað
2,65,1065,pi_now[2],0.10356,Flokkur Fólksins
2,65,1065,pi_now[3],0.0611186,Framsóknarflokkurinn
2,65,1065,pi_now[4],0.159052,Miðflokkurinn
2,65,1065,pi_now[5],0.0647968,Píratar
2,65,1065,pi_now[6],0.23939,Samfylkingin
2,65,1065,pi_now[7],0.160927,Sjálfstæðisflokkurinn
2,65,1065,pi_now[8],0.0454256,Sósíalistaflokkurinn
2,65,1065,pi_now[9],0.0278393,Vinstri Græn
2,65,1065,pi_now[10],0.133778,Viðreisn
2,66,1066,pi_now[1],0.00357363,Annað
2,66,1066,pi_now[2],0.118182,Flokkur Fólksins
2,66,1066,pi_now[3],0.0697276,Framsóknarflokkurinn
2,66,1066,pi_now[4],0.143244,Miðflokkurinn
2,66,1066,pi_now[5],0.065239,Píratar
2,66,1066,pi_now[6],0.251232,Samfylkingin
2,66,1066,pi_now[7],0.14611,Sjálfstæðisflokkurinn
2,66,1066,pi_now[8],0.0426554,Sósíalistaflokkurinn
2,66,1066,pi_now[9],0.0216656,Vinstri Græn
2,66,1066,pi_now[10],0.13837,Viðreisn
2,67,1067,pi_now[1],4.88108e-4,Annað
2,67,1067,pi_now[2],0.110197,Flokkur Fólksins
2,67,1067,pi_now[3],0.068081,Framsóknarflokkurinn
2,67,1067,pi_now[4],0.154961,Miðflokkurinn
2,67,1067,pi_now[5],0.0745148,Píratar
2,67,1067,pi_now[6],0.226821,Samfylkingin
2,67,1067,pi_now[7],0.149899,Sjálfstæðisflokkurinn
2,67,1067,pi_now[8],0.0485715,Sósíalistaflokkurinn
2,67,1067,pi_now[9],0.0244717,Vinstri Græn
2,67,1067,pi_now[10],0.141995,Viðreisn
2,68,1068,pi_now[1],0.00104217,Annað
2,68,1068,pi_now[2],0.107747,Flokkur Fólksins
2,68,1068,pi_now[3],0.0552575,Framsóknarflokkurinn
2,68,1068,pi_now[4],0.131815,Miðflokkurinn
2,68,1068,pi_now[5],0.0647775,Píratar
2,68,1068,pi_now[6],0.277347,Samfylkingin
2,68,1068,pi_now[7],0.149902,Sjálfstæðisflokkurinn
2,68,1068,pi_now[8],0.0526304,Sósíalistaflokkurinn
2,68,1068,pi_now[9],0.0209874,Vinstri Græn
2,68,1068,pi_now[10],0.138494,Viðreisn
2,69,1069,pi_now[1],7.53791e-4,Annað
2,69,1069,pi_now[2],0.104861,Flokkur Fólksins
2,69,1069,pi_now[3],0.0648616,Framsóknarflokkurinn
2,69,1069,pi_now[4],0.158112,Miðflokkurinn
2,69,1069,pi_now[5],0.0657598,Píratar
2,69,1069,pi_now[6],0.227912,Samfylkingin
2,69,1069,pi_now[7],0.164551,Sjálfstæðisflokkurinn
2,69,1069,pi_now[8],0.0429233,Sósíalistaflokkurinn
2,69,1069,pi_now[9],0.0190787,Vinstri Græn
2,69,1069,pi_now[10],0.151187,Viðreisn
2,70,1070,pi_now[1],0.00315534,Annað
2,70,1070,pi_now[2],0.0931579,Flokkur Fólksins
2,70,1070,pi_now[3],0.0581377,Framsóknarflokkurinn
2,70,1070,pi_now[4],0.155934,Miðflokkurinn
2,70,1070,pi_now[5],0.0618445,Píratar
2,70,1070,pi_now[6],0.280281,Samfylkingin
2,70,1070,pi_now[7],0.14686,Sjálfstæðisflokkurinn
2,70,1070,pi_now[8],0.0486547,Sósíalistaflokkurinn
2,70,1070,pi_now[9],0.0234895,Vinstri Græn
2,70,1070,pi_now[10],0.128485,Viðreisn
2,71,1071,pi_now[1],7.19557e-4,Annað
2,71,1071,pi_now[2],0.105117,Flokkur Fólksins
2,71,1071,pi_now[3],0.058969100000000003,Framsóknarflokkurinn
2,71,1071,pi_now[4],0.164585,Miðflokkurinn
2,71,1071,pi_now[5],0.0762213,Píratar
2,71,1071,pi_now[6],0.231123,Samfylkingin
2,71,1071,pi_now[7],0.149782,Sjálfstæðisflokkurinn
2,71,1071,pi_now[8],0.0369655,Sósíalistaflokkurinn
2,71,1071,pi_now[9],0.0294251,Vinstri Græn
2,71,1071,pi_now[10],0.147092,Viðreisn
2,72,1072,pi_now[1],0.00122213,Annað
2,72,1072,pi_now[2],0.116069,Flokkur Fólksins
2,72,1072,pi_now[3],0.0690709,Framsóknarflokkurinn
2,72,1072,pi_now[4],0.150844,Miðflokkurinn
2,72,1072,pi_now[5],0.0721534,Píratar
2,72,1072,pi_now[6],0.243382,Samfylkingin
2,72,1072,pi_now[7],0.136081,Sjálfstæðisflokkurinn
2,72,1072,pi_now[8],0.0405404,Sósíalistaflokkurinn
2,72,1072,pi_now[9],0.0196452,Vinstri Græn
2,72,1072,pi_now[10],0.150992,Viðreisn
2,73,1073,pi_now[1],0.00182601,Annað
2,73,1073,pi_now[2],0.110441,Flokkur Fólksins
2,73,1073,pi_now[3],0.0598679,Framsóknarflokkurinn
2,73,1073,pi_now[4],0.152079,Miðflokkurinn
2,73,1073,pi_now[5],0.0599901,Píratar
2,73,1073,pi_now[6],0.257499,Samfylkingin
2,73,1073,pi_now[7],0.136807,Sjálfstæðisflokkurinn
2,73,1073,pi_now[8],0.0389016,Sósíalistaflokkurinn
2,73,1073,pi_now[9],0.025827,Vinstri Græn
2,73,1073,pi_now[10],0.156761,Viðreisn
2,74,1074,pi_now[1],0.00110977,Annað
2,74,1074,pi_now[2],0.118212,Flokkur Fólksins
2,74,1074,pi_now[3],0.0587259,Framsóknarflokkurinn
2,74,1074,pi_now[4],0.148395,Miðflokkurinn
2,74,1074,pi_now[5],0.0671828,Píratar
2,74,1074,pi_now[6],0.252084,Samfylkingin
2,74,1074,pi_now[7],0.149921,Sjálfstæðisflokkurinn
2,74,1074,pi_now[8],0.0358685,Sósíalistaflokkurinn
2,74,1074,pi_now[9],0.0279749,Vinstri Græn
2,74,1074,pi_now[10],0.140526,Viðreisn
2,75,1075,pi_now[1],0.00157869,Annað
2,75,1075,pi_now[2],0.104588,Flokkur Fólksins
2,75,1075,pi_now[3],0.0658667,Framsóknarflokkurinn
2,75,1075,pi_now[4],0.151051,Miðflokkurinn
2,75,1075,pi_now[5],0.0623295,Píratar
2,75,1075,pi_now[6],0.253835,Samfylkingin
2,75,1075,pi_now[7],0.159803,Sjálfstæðisflokkurinn
2,75,1075,pi_now[8],0.0409158,Sósíalistaflokkurinn
2,75,1075,pi_now[9],0.0205697,Vinstri Græn
2,75,1075,pi_now[10],0.139462,Viðreisn
2,76,1076,pi_now[1],0.00132817,Annað
2,76,1076,pi_now[2],0.111901,Flokkur Fólksins
2,76,1076,pi_now[3],0.064501,Framsóknarflokkurinn
2,76,1076,pi_now[4],0.14923,Miðflokkurinn
2,76,1076,pi_now[5],0.0618336,Píratar
2,76,1076,pi_now[6],0.25338,Samfylkingin
2,76,1076,pi_now[7],0.136884,Sjálfstæðisflokkurinn
2,76,1076,pi_now[8],0.0447073,Sósíalistaflokkurinn
2,76,1076,pi_now[9],0.0208744,Vinstri Græn
2,76,1076,pi_now[10],0.155361,Viðreisn
2,77,1077,pi_now[1],3.81572e-4,Annað
2,77,1077,pi_now[2],0.111184,Flokkur Fólksins
2,77,1077,pi_now[3],0.065373,Framsóknarflokkurinn
2,77,1077,pi_now[4],0.154153,Miðflokkurinn
2,77,1077,pi_now[5],0.0595049,Píratar
2,77,1077,pi_now[6],0.251257,Samfylkingin
2,77,1077,pi_now[7],0.159818,Sjálfstæðisflokkurinn
2,77,1077,pi_now[8],0.0484367,Sósíalistaflokkurinn
2,77,1077,pi_now[9],0.0194695,Vinstri Græn
2,77,1077,pi_now[10],0.130422,Viðreisn
2,78,1078,pi_now[1],9.34397e-4,Annað
2,78,1078,pi_now[2],0.126831,Flokkur Fólksins
2,78,1078,pi_now[3],0.0591023,Framsóknarflokkurinn
2,78,1078,pi_now[4],0.164067,Miðflokkurinn
2,78,1078,pi_now[5],0.0490916,Píratar
2,78,1078,pi_now[6],0.230211,Samfylkingin
2,78,1078,pi_now[7],0.157837,Sjálfstæðisflokkurinn
2,78,1078,pi_now[8],0.0465273,Sósíalistaflokkurinn
2,78,1078,pi_now[9],0.0255689,Vinstri Græn
2,78,1078,pi_now[10],0.13983,Viðreisn
2,79,1079,pi_now[1],0.0013138,Annað
2,79,1079,pi_now[2],0.109133,Flokkur Fólksins
2,79,1079,pi_now[3],0.0684685,Framsóknarflokkurinn
2,79,1079,pi_now[4],0.160396,Miðflokkurinn
2,79,1079,pi_now[5],0.0504527,Píratar
2,79,1079,pi_now[6],0.260834,Samfylkingin
2,79,1079,pi_now[7],0.149699,Sjálfstæðisflokkurinn
2,79,1079,pi_now[8],0.0366383,Sósíalistaflokkurinn
2,79,1079,pi_now[9],0.0174709,Vinstri Græn
2,79,1079,pi_now[10],0.145595,Viðreisn
2,80,1080,pi_now[1],0.00103733,Annað
2,80,1080,pi_now[2],0.11321,Flokkur Fólksins
2,80,1080,pi_now[3],0.0535578,Framsóknarflokkurinn
2,80,1080,pi_now[4],0.169889,Miðflokkurinn
2,80,1080,pi_now[5],0.0509909,Píratar
2,80,1080,pi_now[6],0.225954,Samfylkingin
2,80,1080,pi_now[7],0.170172,Sjálfstæðisflokkurinn
2,80,1080,pi_now[8],0.0494079,Sósíalistaflokkurinn
2,80,1080,pi_now[9],0.0236702,Vinstri Græn
2,80,1080,pi_now[10],0.142111,Viðreisn
2,81,1081,pi_now[1],0.0047654,Annað
2,81,1081,pi_now[2],0.114883,Flokkur Fólksins
2,81,1081,pi_now[3],0.0474221,Framsóknarflokkurinn
2,81,1081,pi_now[4],0.153396,Miðflokkurinn
2,81,1081,pi_now[5],0.0593109,Píratar
2,81,1081,pi_now[6],0.238674,Samfylkingin
2,81,1081,pi_now[7],0.15512,Sjálfstæðisflokkurinn
2,81,1081,pi_now[8],0.0575231,Sósíalistaflokkurinn
2,81,1081,pi_now[9],0.0304591,Vinstri Græn
2,81,1081,pi_now[10],0.138447,Viðreisn
2,82,1082,pi_now[1],0.00199442,Annað
2,82,1082,pi_now[2],0.0984848,Flokkur Fólksins
2,82,1082,pi_now[3],0.0610254,Framsóknarflokkurinn
2,82,1082,pi_now[4],0.170733,Miðflokkurinn
2,82,1082,pi_now[5],0.0668973,Píratar
2,82,1082,pi_now[6],0.242657,Samfylkingin
2,82,1082,pi_now[7],0.144673,Sjálfstæðisflokkurinn
2,82,1082,pi_now[8],0.0464833,Sósíalistaflokkurinn
2,82,1082,pi_now[9],0.0233044,Vinstri Græn
2,82,1082,pi_now[10],0.143747,Viðreisn
2,83,1083,pi_now[1],0.00261257,Annað
2,83,1083,pi_now[2],0.0969163,Flokkur Fólksins
2,83,1083,pi_now[3],0.0603593,Framsóknarflokkurinn
2,83,1083,pi_now[4],0.16362,Miðflokkurinn
2,83,1083,pi_now[5],0.0672147,Píratar
2,83,1083,pi_now[6],0.260468,Samfylkingin
2,83,1083,pi_now[7],0.149497,Sjálfstæðisflokkurinn
2,83,1083,pi_now[8],0.0433129,Sósíalistaflokkurinn
2,83,1083,pi_now[9],0.0242955,Vinstri Græn
2,83,1083,pi_now[10],0.131703,Viðreisn
2,84,1084,pi_now[1],5.86418e-4,Annað
2,84,1084,pi_now[2],0.103666,Flokkur Fólksins
2,84,1084,pi_now[3],0.066057,Framsóknarflokkurinn
2,84,1084,pi_now[4],0.152815,Miðflokkurinn
2,84,1084,pi_now[5],0.0612495,Píratar
2,84,1084,pi_now[6],0.245715,Samfylkingin
2,84,1084,pi_now[7],0.157151,Sjálfstæðisflokkurinn
2,84,1084,pi_now[8],0.0569968,Sósíalistaflokkurinn
2,84,1084,pi_now[9],0.0206536,Vinstri Græn
2,84,1084,pi_now[10],0.13511,Viðreisn
2,85,1085,pi_now[1],0.00140736,Annað
2,85,1085,pi_now[2],0.0924388,Flokkur Fólksins
2,85,1085,pi_now[3],0.0683026,Framsóknarflokkurinn
2,85,1085,pi_now[4],0.158311,Miðflokkurinn
2,85,1085,pi_now[5],0.0582766,Píratar
2,85,1085,pi_now[6],0.25783,Samfylkingin
2,85,1085,pi_now[7],0.156241,Sjálfstæðisflokkurinn
2,85,1085,pi_now[8],0.0477615,Sósíalistaflokkurinn
2,85,1085,pi_now[9],0.0224279,Vinstri Græn
2,85,1085,pi_now[10],0.137003,Viðreisn
2,86,1086,pi_now[1],7.94471e-4,Annað
2,86,1086,pi_now[2],0.103674,Flokkur Fólksins
2,86,1086,pi_now[3],0.0549274,Framsóknarflokkurinn
2,86,1086,pi_now[4],0.142288,Miðflokkurinn
2,86,1086,pi_now[5],0.0602794,Píratar
2,86,1086,pi_now[6],0.243701,Samfylkingin
2,86,1086,pi_now[7],0.172438,Sjálfstæðisflokkurinn
2,86,1086,pi_now[8],0.0390505,Sósíalistaflokkurinn
2,86,1086,pi_now[9],0.0218438,Vinstri Græn
2,86,1086,pi_now[10],0.161004,Viðreisn
2,87,1087,pi_now[1],8.6978e-4,Annað
2,87,1087,pi_now[2],0.106393,Flokkur Fólksins
2,87,1087,pi_now[3],0.065823,Framsóknarflokkurinn
2,87,1087,pi_now[4],0.153537,Miðflokkurinn
2,87,1087,pi_now[5],0.0572121,Píratar
2,87,1087,pi_now[6],0.274335,Samfylkingin
2,87,1087,pi_now[7],0.151367,Sjálfstæðisflokkurinn
2,87,1087,pi_now[8],0.0432986,Sósíalistaflokkurinn
2,87,1087,pi_now[9],0.0177291,Vinstri Græn
2,87,1087,pi_now[10],0.129435,Viðreisn
2,88,1088,pi_now[1],0.00101531,Annað
2,88,1088,pi_now[2],0.10789,Flokkur Fólksins
2,88,1088,pi_now[3],0.0738053,Framsóknarflokkurinn
2,88,1088,pi_now[4],0.145342,Miðflokkurinn
2,88,1088,pi_now[5],0.0546057,Píratar
2,88,1088,pi_now[6],0.247515,Samfylkingin
2,88,1088,pi_now[7],0.168681,Sjálfstæðisflokkurinn
2,88,1088,pi_now[8],0.0433817,Sósíalistaflokkurinn
2,88,1088,pi_now[9],0.0238821,Vinstri Græn
2,88,1088,pi_now[10],0.133882,Viðreisn
2,89,1089,pi_now[1],0.00194859,Annað
2,89,1089,pi_now[2],0.108899,Flokkur Fólksins
2,89,1089,pi_now[3],0.0671334,Framsóknarflokkurinn
2,89,1089,pi_now[4],0.152655,Miðflokkurinn
2,89,1089,pi_now[5],0.0641827,Píratar
2,89,1089,pi_now[6],0.237795,Samfylkingin
2,89,1089,pi_now[7],0.137694,Sjálfstæðisflokkurinn
2,89,1089,pi_now[8],0.0479783,Sósíalistaflokkurinn
2,89,1089,pi_now[9],0.0241899,Vinstri Græn
2,89,1089,pi_now[10],0.157523,Viðreisn
2,90,1090,pi_now[1],3.35343e-4,Annað
2,90,1090,pi_now[2],0.105707,Flokkur Fólksins
2,90,1090,pi_now[3],0.0627631,Framsóknarflokkurinn
2,90,1090,pi_now[4],0.150167,Miðflokkurinn
2,90,1090,pi_now[5],0.0595499,Píratar
2,90,1090,pi_now[6],0.262229,Samfylkingin
2,90,1090,pi_now[7],0.154944,Sjálfstæðisflokkurinn
2,90,1090,pi_now[8],0.0353792,Sósíalistaflokkurinn
2,90,1090,pi_now[9],0.0324408,Vinstri Græn
2,90,1090,pi_now[10],0.136485,Viðreisn
2,91,1091,pi_now[1],5.57359e-4,Annað
2,91,1091,pi_now[2],0.109997,Flokkur Fólksins
2,91,1091,pi_now[3],0.0629431,Framsóknarflokkurinn
2,91,1091,pi_now[4],0.167663,Miðflokkurinn
2,91,1091,pi_now[5],0.054386,Píratar
2,91,1091,pi_now[6],0.251049,Samfylkingin
2,91,1091,pi_now[7],0.143446,Sjálfstæðisflokkurinn
2,91,1091,pi_now[8],0.0441083,Sósíalistaflokkurinn
2,91,1091,pi_now[9],0.0242705,Vinstri Græn
2,91,1091,pi_now[10],0.14158,Viðreisn
2,92,1092,pi_now[1],0.00320294,Annað
2,92,1092,pi_now[2],0.106286,Flokkur Fólksins
2,92,1092,pi_now[3],0.0733591,Framsóknarflokkurinn
2,92,1092,pi_now[4],0.150505,Miðflokkurinn
2,92,1092,pi_now[5],0.0650883,Píratar
2,92,1092,pi_now[6],0.263623,Samfylkingin
2,92,1092,pi_now[7],0.146852,Sjálfstæðisflokkurinn
2,92,1092,pi_now[8],0.0396982,Sósíalistaflokkurinn
2,92,1092,pi_now[9],0.021572,Vinstri Græn
2,92,1092,pi_now[10],0.129814,Viðreisn
2,93,1093,pi_now[1],2.80019e-4,Annað
2,93,1093,pi_now[2],0.105773,Flokkur Fólksins
2,93,1093,pi_now[3],0.0635925,Framsóknarflokkurinn
2,93,1093,pi_now[4],0.152667,Miðflokkurinn
2,93,1093,pi_now[5],0.0553552,Píratar
2,93,1093,pi_now[6],0.238284,Samfylkingin
2,93,1093,pi_now[7],0.170681,Sjálfstæðisflokkurinn
2,93,1093,pi_now[8],0.0322294,Sósíalistaflokkurinn
2,93,1093,pi_now[9],0.0348719,Vinstri Græn
2,93,1093,pi_now[10],0.146267,Viðreisn
2,94,1094,pi_now[1],0.0027953,Annað
2,94,1094,pi_now[2],0.117027,Flokkur Fólksins
2,94,1094,pi_now[3],0.0535614,Framsóknarflokkurinn
2,94,1094,pi_now[4],0.141446,Miðflokkurinn
2,94,1094,pi_now[5],0.0575763,Píratar
2,94,1094,pi_now[6],0.23978,Samfylkingin
2,94,1094,pi_now[7],0.166649,Sjálfstæðisflokkurinn
2,94,1094,pi_now[8],0.0464742,Sósíalistaflokkurinn
2,94,1094,pi_now[9],0.0326294,Vinstri Græn
2,94,1094,pi_now[10],0.142062,Viðreisn
2,95,1095,pi_now[1],4.46693e-4,Annað
2,95,1095,pi_now[2],0.109205,Flokkur Fólksins
2,95,1095,pi_now[3],0.071854,Framsóknarflokkurinn
2,95,1095,pi_now[4],0.165763,Miðflokkurinn
2,95,1095,pi_now[5],0.0583722,Píratar
2,95,1095,pi_now[6],0.241625,Samfylkingin
2,95,1095,pi_now[7],0.143327,Sjálfstæðisflokkurinn
2,95,1095,pi_now[8],0.0493012,Sósíalistaflokkurinn
2,95,1095,pi_now[9],0.0237434,Vinstri Græn
2,95,1095,pi_now[10],0.136363,Viðreisn
2,96,1096,pi_now[1],2.74812e-4,Annað
2,96,1096,pi_now[2],0.10976,Flokkur Fólksins
2,96,1096,pi_now[3],0.0611733,Framsóknarflokkurinn
2,96,1096,pi_now[4],0.149186,Miðflokkurinn
2,96,1096,pi_now[5],0.0608888,Píratar
2,96,1096,pi_now[6],0.266928,Samfylkingin
2,96,1096,pi_now[7],0.159729,Sjálfstæðisflokkurinn
2,96,1096,pi_now[8],0.0371765,Sósíalistaflokkurinn
2,96,1096,pi_now[9],0.0225542,Vinstri Græn
2,96,1096,pi_now[10],0.132329,Viðreisn
2,97,1097,pi_now[1],5.96289e-4,Annað
2,97,1097,pi_now[2],0.103143,Flokkur Fólksins
2,97,1097,pi_now[3],0.067384,Framsóknarflokkurinn
2,97,1097,pi_now[4],0.158805,Miðflokkurinn
2,97,1097,pi_now[5],0.0572679,Píratar
2,97,1097,pi_now[6],0.258946,Samfylkingin
2,97,1097,pi_now[7],0.157216,Sjálfstæðisflokkurinn
2,97,1097,pi_now[8],0.0402413,Sósíalistaflokkurinn
2,97,1097,pi_now[9],0.0248263,Vinstri Græn
2,97,1097,pi_now[10],0.131575,Viðreisn
2,98,1098,pi_now[1],2.40571e-4,Annað
2,98,1098,pi_now[2],0.100158,Flokkur Fólksins
2,98,1098,pi_now[3],0.0667955,Framsóknarflokkurinn
2,98,1098,pi_now[4],0.149471,Miðflokkurinn
2,98,1098,pi_now[5],0.0668903,Píratar
2,98,1098,pi_now[6],0.250592,Samfylkingin
2,98,1098,pi_now[7],0.171772,Sjálfstæðisflokkurinn
2,98,1098,pi_now[8],0.0400723,Sósíalistaflokkurinn
2,98,1098,pi_now[9],0.0173813,Vinstri Græn
2,98,1098,pi_now[10],0.136627,Viðreisn
2,99,1099,pi_now[1],8.02195e-5,Annað
2,99,1099,pi_now[2],0.114852,Flokkur Fólksins
2,99,1099,pi_now[3],0.0491359,Framsóknarflokkurinn
2,99,1099,pi_now[4],0.160508,Miðflokkurinn
